token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP019	0	però	però	linguistic	none	_	Begin=1.39	_	_	_	_
0-1	PKP019	0	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
0-2	PKP019	0	due	due	linguistic	none	_	_	_	_	_	_
0-3	PKP019	0	uova	uova	linguistic	none	_	_	_	_	_	_
0-4	PKP019	0	per	per	linguistic	none	_	_	_	_	_	_
0-5	PKP019	0	lui	lui	linguistic	none	_	_	_	_	_	_
0-6	PKP019	0	e	e	linguistic	none	_	_	_	_	_	_
0-7	PKP019	0	a	a	linguistic	none	_	_	_	_	_	_
0-8	PKP019	0	lui	lui	linguistic	none	_	_	_	_	_	_
0-9	PKP019	0	a	a	linguistic	none	_	_	_	_	_	_
0-10	PKP019	0	tavola	tavola	linguistic	none	_	_	_	_	_	_
0-11	PKP019	0	xx	x	unknown	none	_	_	_	_	_	_
0-12	PKP019	0	di	di	linguistic	none	_	_	_	_	_	_
0-13	PKP019	0	mangiare	mangiare	linguistic	none	_	_	_	_	_	_
0-14	PKP019	0	due	due	linguistic	none	_	_	_	_	_	_
0-15	PKP019	0	uova	uova	linguistic	none	_	_	_	_	_	_
0-16	PKP019	0	fritte	fritte	linguistic	none	_	_	_	_	_	_
0-17	PKP019	0	così	così	linguistic	none	_	End=6.75	_	_	_	_
1-0	PKP019	1	perché	perché	linguistic	none	_	Begin=8.039	_	_	_	_
1-1	PKP019	1	è	è	linguistic	none	_	_	_	_	_	_
1-2	PKP019	1	un	un	linguistic	none	_	_	_	_	_	_
1-3	PKP019	1	bel	bel	linguistic	none	_	_	_	_	_	_
1-4	PKP019	1	mangiare	mangiare	linguistic	none	_	_	_	_	_	_
1-5	PKP019	1	quello	quello	linguistic	none	_	_	_	_	_	_
1-6	PKP019	1	lì	lì	linguistic	none	_	_	_	_	_	_
1-7	PKP019	1	eh	eh	linguistic	none	_	End=10.36	_	_	_	_
