token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP058	0	va	va	linguistic	none	_	Begin=0.0	_	_	_	_
0-1	PKP058	0	bene	bene	linguistic	none	_	End=0.62	_	_	_	_
1-0	PKP057	1	ehm:	ehm	linguistic	none	_	Begin=0.974|End=1.805	2x1	_	_	_
2-0	PKP058	2	>allora	allora	linguistic	none	_	Begin=1.913	_	Fast=0-6	_	_
2-1	PKP058	2	l'	l'	linguistic	none	SpaceAfter=No	_	_	Fast=0-2	_	_
2-2	PKP058	2	altra	altra	linguistic	none	_	_	_	Fast=0-5	_	_
2-3	PKP058	2	volta	volta	linguistic	none	_	_	_	Fast=0-5	_	_
2-4	PKP058	2	avevamo	avevamo	linguistic	none	_	_	_	Fast=0-7	_	_
2-5	PKP058	2	preso<	preso	linguistic	none	_	_	_	Fast=0-5	_	_
2-6	PKP058	2	che	che	linguistic	none	_	_	_	_	_	_
2-7	PKP058	2	era	era	linguistic	none	_	_	_	_	_	_
2-8	PKP058	2	strabuono	strabuono	linguistic	none	_	_	_	_	_	_
2-9	PKP058	2	il	il	linguistic	none	_	_	_	_	_	_
2-10	PKP058	2	veg	veg	linguistic	none	_	_	_	_	_	_
2-11	PKP058	2	platter	platter	linguistic	none	_	End=3.713	_	_	_	_
3-0	PKP058	3	samosa	samosa	linguistic	none	_	Begin=4.993	_	_	_	_
3-1	PKP058	3	pakora	pakora	linguistic	none	_	_	_	_	_	_
3-2	PKP058	3	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
3-3	PKP058	3	e	e	linguistic	none	_	_	_	_	_	_
3-4	PKP058	3	le	le	linguistic	none	_	_	_	_	_	_
3-5	PKP058	3	[altre	altre	linguistic	none	_	_	_	_	_	0-5(0)
3-6	PKP058	3	cose]	cose	linguistic	none	_	End=7.12	_	_	_	0-4(0)
4-0	PKP057	4	[okay]	okay	linguistic	none	_	Begin=6.35	_	_	_	0-4(0)
4-1	PKP057	4	io	io	linguistic	none	_	_	_	_	_	_
4-2	PKP057	4	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
4-3	PKP057	4	per	per	linguistic	none	_	_	_	_	_	_
4-4	PKP057	4	me:	me	linguistic	none	_	_	1x1	_	_	_
4-5	PKP057	4	non	non	linguistic	none	_	_	_	_	_	_
4-6	PKP057	4	lo	lo	linguistic	none	_	_	_	_	_	_
4-7	PKP057	4	riprendo	riprendo	linguistic	none	_	End=9.44	_	_	_	_
5-0	PKP057	5	perché:	perché	linguistic	none	_	Begin=9.52	5x1	_	_	_
5-1	PKP057	5	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
5-2	PKP057	5	ultima	ultima	linguistic	none	_	_	_	_	_	_
5-3	PKP057	5	volta	volta	linguistic	none	_	_	_	_	_	_
5-4	PKP057	5	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
5-5	PKP057	5	ho	ho	linguistic	none	_	_	_	_	_	_
5-6	PKP057	5	ripreso	ripreso	linguistic	none	_	_	_	_	_	_
5-7	PKP057	5	coi	coi	linguistic	none	_	_	_	_	_	_
5-8	PKP057	5	miei	miei	linguistic	none	_	_	_	_	_	_
5-9	PKP057	5	e:	e	linguistic	none	_	_	0x1	_	_	_
5-10	PKP057	5	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	2-3(1)
5-11	PKP057	5	[sento	sento	linguistic	none	_	_	_	_	_	0-5(1)
5-12	PKP057	5	altro]	altro	linguistic	none	_	End=13.155	_	_	_	0-4(1)
