token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP014	0	comunque	comunque	linguistic	none	_	Begin=0.366	_	_	_	_
0-1	PKP014	0	si	si	linguistic	none	_	_	_	_	_	_
0-2	PKP014	0	io	io	linguistic	none	_	_	_	_	_	_
0-3	PKP014	0	non	non	linguistic	none	_	_	_	_	_	_
0-4	PKP014	0	so	so	linguistic	none	_	_	_	_	_	_
0-5	PKP014	0	davvero	davvero	linguistic	none	_	_	_	_	_	_
0-6	PKP014	0	cosa	cosa	linguistic	none	_	_	_	_	_	_
0-7	PKP014	0	ho	ho	linguistic	none	_	_	_	_	_	_
0-8	PKP014	0	preso	preso	linguistic	none	_	_	_	_	_	_
0-9	PKP014	0	eh	eh	linguistic	none	_	_	_	_	_	_
0-10	PKP014	0	perché	perché	linguistic	none	_	_	_	_	_	_
0-11	PKP014	0	((ride))	((ride))	nonverbalbehavior	none	_	End=2.774	_	_	_	_
1-0	PKP013	1	quale	quale	linguistic	none	_	Begin=2.761	_	_	_	_
1-1	PKP013	1	hai	hai	linguistic	none	_	_	_	_	_	_
1-2	PKP013	1	preso	preso	linguistic	none	_	_	_	_	_	_
1-3	PKP013	1	[alla	alla	linguistic	none	_	_	_	_	_	0-4(?)
1-4	PKP013	1	fine]	fine	linguistic	none	_	End=3.894	_	_	_	0-4(?)
2-0	PKP014	2	[ho	ho	linguistic	none	_	Begin=3.541	_	_	_	0-2(?)
2-1	PKP014	2	preso	preso	linguistic	none	_	_	_	_	_	0-5(?)
2-2	PKP014	2	questo]	questo	linguistic	none	_	_	_	_	_	0-6(?)
2-3	PKP014	2	((ride))	((ride))	nonverbalbehavior	none	_	End=4.45	_	_	_	_
3-0	PKP013	3	[oh	oh	linguistic	none	_	Begin=4.105	_	_	_	0-2(?)
3-1	PKP013	3	ci	ci	linguistic	none	_	_	_	_	_	0-2(?)
3-2	PKP013	3	hai	hai	linguistic	none	_	_	_	_	_	0-3(?)
3-3	PKP013	3	stupito	stupito	linguistic	none	_	_	_	_	_	0-7(?)
3-4	PKP013	3	così]	così	linguistic	none	_	End=5.271	_	_	_	0-4(?)
4-0	PKP014	4	((ride))	((ride))	nonverbalbehavior	none	_	Begin=4.69	_	_	_	_
4-1	PKP014	4	perché	perché	linguistic	none	_	_	_	_	_	_
4-2	PKP014	4	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
4-3	PKP014	4	ho	ho	linguistic	none	_	_	_	_	_	_
4-4	PKP014	4	visto	visto	linguistic	none	_	_	_	_	_	_
4-5	PKP014	4	°ho	ho	linguistic	none	Volume=Low	_	_	_	_	_
4-6	PKP014	4	detto°	detto	linguistic	none	Volume=Low	End=6.386	_	_	_	_
5-0	PKP014	5	c'	c'	linguistic	none	SpaceAfter=No	Begin=6.391	_	_	_	_
5-1	PKP014	5	è	è	linguistic	none	_	_	_	_	_	_
5-2	PKP014	5	il	il	linguistic	none	_	_	_	_	_	_
5-3	PKP014	5	pomodo[ro,	pomodoro	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
5-4	PKP014	5	la	la	linguistic	none	_	_	_	_	_	_
5-5	PKP014	5	mozzarella	mozzarella	linguistic	none	_	End=8.48	_	_	_	_
6-0	PKP015	6	[no	no	linguistic	none	_	Begin=6.998	_	_	_	0-2(4)
6-1	PKP015	6	quella	quella	linguistic	none	_	_	_	_	_	0-6(4)
6-2	PKP015	6	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	0-2(4)
6-3	PKP015	6	ho	ho	linguistic	none	_	_	_	_	_	0-2(4)
6-4	PKP015	6	presa	presa	linguistic	none	_	_	_	_	_	0-5(4)
6-5	PKP015	6	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	0-2(4)
6-6	PKP015	6	altra	altra	linguistic	none	_	_	_	_	_	0-5(4)
6-7	PKP015	6	volta]	volta	linguistic	none	_	_	_	_	_	0-4(4)
6-8	PKP015	6	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
6-9	PKP015	6	era	era	linguistic	none	_	_	_	_	_	_
6-10	PKP015	6	buona	buona	linguistic	none	_	End=9.248	_	_	_	_
7-0	PKP014	7	pa]cchetelle	pacchetelle	linguistic	none	_	Begin=9.175	_	_	_	_
7-1	PKP014	7	[che	che	linguistic	none	_	_	_	_	_	_
