token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP032	0	°>allora<	allora	linguistic	none	Volume=Low	Begin=0.69	_	Fast=0-6	_	_
0-1	PKP032	0	io	io	linguistic	none	Volume=Low	_	_	_	_	_
0-2	PKP032	0	preparo	preparo	linguistic	none	Volume=Low	_	_	_	_	_
0-3	PKP032	0	un	un	linguistic	none	Volume=Low	_	_	_	_	_
0-4	PKP032	0	po'°	po'	linguistic	none	Volume=Low	End=2.64	_	_	_	_
1-0	PKP032	1	°(prendi)	prendi	linguistic	none	Volume=Low	Begin=4.01	_	_	0-6(0)	_
1-1	PKP032	1	un	un	linguistic	none	Volume=Low	_	_	_	_	_
1-2	PKP032	1	po'	po'	linguistic	none	Volume=Low	_	_	_	_	_
1-3	PKP032	1	di	di	linguistic	none	Volume=Low	_	_	_	_	_
1-4	PKP032	1	vino	vino	linguistic	none	Volume=Low	_	_	_	_	_
1-5	PKP032	1	qua°	qua	linguistic	none	Volume=Low	End=5.42	_	_	_	_
2-0	PKP030	2	ma	ma	linguistic	none	_	Begin=6.27	_	_	_	_
2-1	PKP030	2	alla	alla	linguistic	none	_	_	_	_	_	_
2-2	PKP030	2	fine	fine	linguistic	none	_	_	_	_	_	_
2-3	PKP030	2	per	per	linguistic	none	_	_	_	_	_	_
2-4	PKP030	2	il	il	linguistic	none	_	_	_	_	_	_
2-5	PKP030	2	pranzo::	pranzo	linguistic	none	_	_	5x2	_	_	_
2-6	PKP030	2	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
2-7	PKP030	2	[no	no	linguistic	none	_	_	_	_	_	0-2(300)
2-8	PKP030	2	cosa	cosa	linguistic	none	_	_	_	_	_	0-4(300)
2-9	PKP030	2	facciamo]?	facciamo	linguistic	none	Intonation=Rising	End=10.5	_	_	_	0-8(300)
3-0	PKP008	3	e::h	eh	linguistic	none	_	Begin=8.66	0x2	_	_	_
3-1	PKP008	3	[il	il	linguistic	none	_	_	_	_	_	0-2(300)
3-2	PKP008	3	problema	problema	linguistic	none	_	_	_	_	_	0-8(300)
3-3	PKP008	3	è	è	linguistic	none	_	_	_	_	_	0-1(300)
3-4	PKP008	3	il	il	linguistic	none	_	_	_	_	_	0-2(300)
3-5	PKP008	3	covid]	covid	linguistic	none	_	End=11.36	_	_	_	0-5(300)
4-0	PKP032	4	[e:h	eh	linguistic	none	_	Begin=9.63	0x1	_	_	0-2(?)
4-1	PKP032	4	il	il	linguistic	none	_	_	_	_	_	0-2(?)
4-2	PKP032	4	pranzo]	pranzo	linguistic	none	_	_	_	_	_	0-6(?)
4-3	PKP032	4	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
4-4	PKP032	4	esatto	esatto	linguistic	none	_	_	_	_	_	_
4-5	PKP032	4	cioè	cioè	linguistic	none	_	_	_	_	_	_
4-6	PKP032	4	questi	questi	linguistic	none	_	_	_	_	_	_
4-7	PKP032	4	numeri	numeri	linguistic	none	_	_	_	_	_	_
4-8	PKP032	4	che	che	linguistic	none	_	_	_	_	_	_
4-9	PKP032	4	stanno	stanno	linguistic	none	_	_	_	_	_	_
4-10	PKP032	4	salendo:	salendo	linguistic	none	_	_	6x1	_	_	_
4-11	PKP032	4	(ancora)	ancora	linguistic	none	_	End=14.81	_	_	0-6(0)	_
5-0	PKP030	5	[eh	eh	linguistic	none	_	Begin=13.49	_	_	_	0-2(?)
5-1	PKP030	5	vabbé	vabbé	linguistic	none	_	_	_	_	_	0-5(?)
5-2	PKP030	5	però	però	linguistic	none	_	_	_	_	_	0-4(?)
5-3	PKP030	5	non	non	linguistic	none	_	_	_	_	_	0-3(?)
5-4	PKP030	5	ci]	ci	linguistic	none	_	_	_	_	_	0-2(?)
5-5	PKP030	5	hanno	hanno	linguistic	none	_	_	_	_	_	_
5-6	PKP030	5	vietato	vietato	linguistic	none	_	_	_	_	_	_
5-7	PKP030	5	di	di	linguistic	none	_	_	_	_	_	_
5-8	PKP030	5	andare	andare	linguistic	none	_	_	_	_	_	_
5-9	PKP030	5	al	al	linguistic	none	_	_	_	_	_	_
5-10	PKP030	5	ristorante	ristorante	linguistic	none	_	_	_	_	_	_
5-11	PKP030	5	[per	per	linguistic	none	_	_	_	_	_	0-3(?)
5-12	PKP030	5	ora	ora	linguistic	none	_	_	_	_	_	0-3(?)
5-13	PKP030	5	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	0-3(?)
5-14	PKP030	5	per	per	linguistic	none	_	_	_	_	_	0-3(?)
5-15	PKP030	5	°fortuna°]	fortuna	linguistic	none	Volume=Low	End=17.01	_	_	_	0-7(?)
