token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP037	0	xx[x]	x	unknown	none	_	Begin=0.56|End=1.22	_	_	_	2-3(0)
1-0	PKP033	1	[no	no	linguistic	none	_	Begin=0.94	_	_	_	0-2(0)
1-1	PKP033	1	no]	no	linguistic	none	_	_	_	_	_	0-2(0)
1-2	PKP033	1	ma	ma	linguistic	none	_	_	_	_	_	_
1-3	PKP033	1	adesso	adesso	linguistic	none	_	_	_	_	_	_
1-4	PKP033	1	ti	ti	linguistic	none	_	_	_	_	_	_
1-5	PKP033	1	do	do	linguistic	none	_	_	_	_	_	_
1-6	PKP033	1	[un	un	linguistic	none	_	_	_	_	_	0-2(1)
1-7	PKP033	1	fazzoletto]	fazzoletto	linguistic	none	_	End=2.87	_	_	_	0-10(1)
2-0	PKP036	2	[no	no	linguistic	none	_	Begin=2.09	_	_	_	0-2(1)
2-1	PKP036	2	è	è	linguistic	none	_	_	_	_	_	0-1(1)
2-2	PKP036	2	il	il	linguistic	none	_	_	_	_	_	0-2(1)
2-3	PKP036	2	naso]	naso	linguistic	none	_	_	_	_	_	0-4(1)
2-4	PKP036	2	che	che	linguistic	none	_	_	_	_	_	_
2-5	PKP036	2	mi	mi	linguistic	none	_	_	_	_	_	_
2-6	PKP036	2	si	si	linguistic	none	_	_	_	_	_	_
2-7	PKP036	2	è	è	linguistic	none	_	_	_	_	_	_
2-8	PKP036	2	colato	colato	linguistic	none	_	End=4.04	_	_	_	_
3-0	PKP037	3	ti	ti	linguistic	none	_	Begin=4.28	_	_	_	_
3-1	PKP037	3	si	si	linguistic	none	_	_	_	_	_	_
3-2	PKP037	3	è	è	linguistic	none	_	_	_	_	_	_
3-3	PKP037	3	colato	colato	linguistic	none	_	_	_	_	_	_
3-4	PKP037	3	((ride))	((ride))	nonverbalbehavior	none	_	_	_	_	_	_
3-5	PKP037	3	eccola	eccola	linguistic	none	_	_	_	_	_	_
3-6	PKP037	3	((ride))	((ride))	nonverbalbehavior	none	_	End=7.073	_	_	_	_
4-0	PKP036	4	((ride))	((ride))	nonverbalbehavior	none	_	Begin=4.99|End=5.65	_	_	_	_
5-0	PKP033	5	eccola	eccola	linguistic	none	_	Begin=6.36|End=6.92	_	_	_	_
6-0	PKP037	6	io	io	linguistic	none	_	Begin=9.39	_	_	_	_
6-1	PKP037	6	mi	mi	linguistic	none	_	_	_	_	_	_
6-2	PKP037	6	prendo	prendo	linguistic	none	_	_	_	_	_	_
6-3	PKP037	6	la	la	linguistic	none	_	_	_	_	_	_
6-4	PKP037	6	sedia	sedia	linguistic	none	_	_	_	_	_	_
6-5	PKP037	6	[xx	x	unknown	none	_	_	_	_	_	0-2(3)
6-6	PKP037	6	a	a	linguistic	none	_	_	_	_	_	0-1(3)
6-7	PKP037	6	tavola]	tavola	linguistic	none	_	End=11.108	_	_	_	0-6(3)
7-0	PKP036	7	[che	che	linguistic	none	_	Begin=10.2	_	_	_	0-3(3)
7-1	PKP036	7	belli	belli	linguistic	none	_	_	_	_	_	0-5(3)
7-2	PKP036	7	gli	gli	linguistic	none	_	_	_	_	_	0-3(3)
7-3	PKP036	7	s]posi	sposi	linguistic	none	_	End=11.673	_	_	_	0-1(3)
8-0	PKP033	8	grazie	grazie	linguistic	none	_	Begin=11.859|End=12.645	_	_	_	_
9-0	PKP033	9	grazie	grazie	linguistic	none	_	Begin=12.961	_	_	_	_
9-1	PKP033	9	grazie	grazie	linguistic	none	_	End=13.976	_	_	_	_
10-0	PKP033	10	con	con	linguistic	none	_	Begin=14.75	_	_	_	_
10-1	PKP033	10	voi	voi	linguistic	none	_	_	_	_	_	_
10-2	PKP033	10	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
10-3	PKP033	10	abbiamo	abbiamo	linguistic	none	_	_	_	_	_	_
10-4	PKP033	10	una	una	linguistic	none	_	_	_	_	_	_
10-5	PKP033	10	foto:	foto	linguistic	none	_	_	3x1	_	_	_
10-6	PKP033	10	tipo	tipo	linguistic	none	_	_	_	_	_	_
10-7	PKP033	10	ah	ah	linguistic	none	_	_	_	_	_	_
10-8	PKP033	10	scusami	scusami	linguistic	none	_	End=17.24	_	_	_	_
11-0	PKP036	11	no	no	linguistic	none	_	Begin=17.244	_	_	_	_
11-1	PKP036	11	no	no	linguistic	none	_	_	_	_	_	_
11-2	PKP036	11	((ride))	((ride))	nonverbalbehavior	none	_	End=20.672	_	_	_	_
12-0	PKP033	12	((ride))	((ride))	nonverbalbehavior	none	_	Begin=17.47|End=18.28	_	_	_	_
13-0	PKP037	13	((ride))	((ride))	nonverbalbehavior	none	_	Begin=18.57	_	_	_	_
13-1	PKP037	13	[]	x	unknown	none	_	End=19.84	_	_	_	_
14-0	PKP033	14	xxx	x	unknown	none	_	Begin=19.048	_	_	_	_
14-1	PKP033	14	quella	quella	linguistic	none	_	_	_	_	_	_
14-2	PKP033	14	faccia	faccia	linguistic	none	_	End=20.255	_	_	_	_
15-0	PKP033	15	con	con	linguistic	none	_	Begin=20.671	_	_	_	_
15-1	PKP033	15	voi	voi	linguistic	none	_	_	_	_	_	_
15-2	PKP033	15	credo	credo	linguistic	none	_	_	_	_	_	_
15-3	PKP033	15	che	che	linguistic	none	_	_	_	_	_	_
15-4	PKP033	15	abbiamo	abbiamo	linguistic	none	_	_	_	_	_	_
15-5	PKP033	15	solo	solo	linguistic	none	_	_	_	_	_	_
15-6	PKP033	15	una	una	linguistic	none	_	_	_	_	_	_
15-7	PKP033	15	foto	foto	linguistic	none	_	_	_	_	_	_
15-8	PKP033	15	di	di	linguistic	none	_	_	_	_	_	_
15-9	PKP033	15	[gruppo]	gruppo	linguistic	none	_	End=23.0	_	_	_	0-6(4)
16-0	PKP036	16	[sì]	sì	linguistic	none	_	Begin=22.52|End=23.0	_	_	_	0-2(5)
17-0	PKP033	17	c(io)è:::	cioè	linguistic	none	_	Begin=23.337	3x3	_	1-3(0)	_
17-1	PKP033	17	infatti	infatti	linguistic	none	_	_	_	_	_	_
17-2	PKP033	17	vabbè	vabbè	linguistic	none	_	End=25.592	_	_	_	_
18-0	PKP036	18	vabbé	vabbé	linguistic	none	_	Begin=26.86|End=27.32	_	_	_	_
19-0	PKP033	19	allora	allora	linguistic	none	_	Begin=27.84	_	_	_	_
19-1	PKP033	19	di	di	linguistic	none	_	_	_	_	_	_
19-2	PKP033	19	[di]:	di	linguistic	none	_	_	1x1	_	_	0-2(6)
19-3	PKP033	19	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
