token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PKP061	0	xxx	x	unknown	none	_	Begin=4.408	_	_	_	_
0-1	PKP061	0	tu	tu	linguistic	none	_	_	_	_	_	_
0-2	PKP061	0	devi	devi	linguistic	none	_	_	_	_	_	_
0-3	PKP061	0	andare?	andare	linguistic	none	Intonation=Rising	End=5.612	_	_	_	_
1-0	PKP057	1	sì	sì	linguistic	none	_	Begin=6.806|End=7.051	_	_	_	_
2-0	PKP061	2	vuoi	vuoi	linguistic	none	_	Begin=7.061	_	_	_	_
2-1	PKP061	2	che	che	linguistic	none	_	_	_	_	_	_
2-2	PKP061	2	andiamo	andiamo	linguistic	none	_	_	_	_	_	_
2-3	PKP061	2	direttamente	direttamente	linguistic	none	_	_	_	_	_	_
2-4	PKP061	2	là?	là	linguistic	none	Intonation=Rising	End=8.397	_	_	_	_
3-0	PKP057	3	e:hm	ehm	linguistic	none	_	Begin=8.397	0x1	_	_	_
3-1	PKP057	3	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
3-2	PKP057	3	secondo	secondo	linguistic	none	_	_	_	_	_	_
3-3	PKP057	3	me	me	linguistic	none	_	_	_	_	_	_
3-4	PKP057	3	ci	ci	linguistic	none	_	_	_	_	_	_
3-5	PKP057	3	conviene	conviene	linguistic	none	_	End=10.397	_	_	_	_
4-0	PKP061	4	ma	ma	linguistic	none	_	Begin=10.816	_	_	_	_
4-1	PKP061	4	devi	devi	linguistic	none	_	_	_	_	_	_
4-2	PKP061	4	passare	passare	linguistic	none	_	_	_	_	_	_
4-3	PKP061	4	a	a	linguistic	none	_	_	_	_	_	_
4-4	PKP061	4	prendere	prendere	linguistic	none	_	_	_	_	_	_
4-5	PKP061	4	della	della	linguistic	none	_	_	_	_	_	_
4-6	PKP061	4	roba,	roba	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
4-7	PKP061	4	tu	tu	linguistic	none	_	_	_	_	_	_
4-8	PKP061	4	a	a	linguistic	none	_	_	_	_	_	_
4-9	PKP061	4	casa?	casa	linguistic	none	Intonation=Rising	_	_	_	_	_
4-10	PKP061	4	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
4-11	PKP061	4	[no].	no	linguistic	none	Intonation=Falling	End=13.17	_	_	_	0-2(0)
5-0	PKP057	5	[no]	no	linguistic	none	_	Begin=12.806|End=13.28	_	_	_	0-2(0)
6-0	PKP057	6	no	no	linguistic	none	_	Begin=15.02	_	_	_	_
6-1	PKP057	6	perché:::	perché	linguistic	none	_	_	5x3	_	_	_
6-2	PKP057	6	io	io	linguistic	none	_	_	_	_	_	_
6-3	PKP057	6	i	i	linguistic	none	_	_	_	_	_	_
6-4	PKP057	6	documenti	documenti	linguistic	none	_	_	_	_	_	_
6-5	PKP057	6	che	che	linguistic	none	_	_	_	_	_	_
6-6	PKP057	6	a	a	linguistic	none	_	_	_	_	_	_
6-7	PKP057	6	loro	loro	linguistic	none	_	_	_	_	_	_
6-8	PKP057	6	servivano	servivano	linguistic	none	_	_	_	_	_	_
6-9	PKP057	6	glieli	glieli	linguistic	none	_	_	_	_	_	_
6-10	PKP057	6	ho	ho	linguistic	none	_	_	_	_	_	_
6-11	PKP057	6	inviati	inviati	linguistic	none	_	_	_	_	_	_
6-12	PKP057	6	per	per	linguistic	none	_	_	_	_	_	_
6-13	PKP057	6	mail	mail	linguistic	none	_	End=19.428	_	_	_	_
7-0	PKP057	7	e:::	e	linguistic	none	_	Begin=21.193	0x3	_	_	_
7-1	PKP057	7	il	il	linguistic	none	_	_	_	_	_	_
7-2	PKP057	7	codice	codice	linguistic	none	_	_	_	_	_	_
7-3	PKP057	7	ce	ce	linguistic	none	_	_	_	_	_	_
7-4	PKP057	7	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
7-5	PKP057	7	ho	ho	linguistic	none	_	_	_	_	_	_
7-6	PKP057	7	nel	nel	linguistic	none	_	_	_	_	_	_
7-7	PKP057	7	portafoglio,	portafoglio	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
7-8	PKP057	7	quindi	quindi	linguistic	none	_	_	_	_	_	_
7-9	PKP057	7	direi	direi	linguistic	none	_	_	_	_	_	_
7-10	PKP057	7	che	che	linguistic	none	_	_	_	_	_	_
7-11	PKP057	7	m:h	mh	linguistic	none	_	End=26.632	0x1	_	_	_
8-0	PKP061	8	allora	allora	linguistic	none	_	Begin=26.632	_	_	_	_
8-1	PKP061	8	andiamo	andiamo	linguistic	none	_	_	_	_	_	_
8-2	PKP061	8	là	là	linguistic	none	_	_	_	_	_	_
8-3	PKP061	8	direttamente	direttamente	linguistic	none	_	_	_	_	_	_
8-4	PKP061	8	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
8-5	PKP061	8	conviene	conviene	linguistic	none	_	End=29.201	_	_	_	_
9-0	PKP057	9	ma	ma	linguistic	none	_	Begin=29.201	_	_	_	_
9-1	PKP057	9	direi	direi	linguistic	none	_	_	_	_	_	_
9-2	PKP057	9	di	di	linguistic	none	_	_	_	_	_	_
9-3	PKP057	9	sì	sì	linguistic	none	_	End=30.3	_	_	_	_
10-0	PKP057	10	°direi	direi	linguistic	none	Volume=Low	Begin=35.785	_	_	_	_
10-1	PKP057	10	di	di	linguistic	none	Volume=Low	_	_	_	_	_
10-2	PKP057	10	sì	sì	linguistic	none	Volume=Low	_	_	_	_	_
10-3	PKP057	10	mami°	mami	linguistic	none	Volume=Low	End=36.989	_	_	_	_
11-0	PKP061	11	°(cucciolo)	cucciolo	linguistic	none	Volume=Low	Begin=47.612	_	_	0-8(0)	_
11-1	PKP061	11	sono	sono	linguistic	none	Volume=Low	_	_	_	_	_
